Id,MinResponseTime
"47200052","26"
"47200049","78"
"47200022","208"
"47199993","257"
"47199953","16"
"47199932","12"
"47199880","5"
"47199733","4"
"47199727","145"
"47199726","27"
"47199705","49"
"47199690","53"
"47199657","57"
"47199547","14"
"47199541","63"
"47199463","5"
"47199432","35"
"47199429","85"
"47199395","61"
"47199390","292"
"47199388","236"
"47199305","44"
"47199245","28"
"47199128","678"
"47199009","11"
"47198997","40"
"47198971","18"
"47198904","10"
"47198845","12"
"47198825","23"
"47198772","10"
"47198753","20"
"47198748","69"
"47198706","9"
"47198702","54"
"47198683","352"
"47198649","8"
"47198639","26"
"47198575","63"
"47198553","2"
"47198415","165"
"47198409","3"
"47198408","3124"
"47198402","1075"
"47198362","41"
"47198295","77"
"47198262","20"
"47198247","20"
"47198209","263"
"47198130","1365"
"47198116","402"
"47198115","59"
"47198039","2"
"47197973","52"
"47197861","365"
"47197812","5"
"47197808","92"
"47197794","55"
"47197774","28"
"47197762","125"
"47197754","18"
"47197731","6"
"47197603","124"
"47197589","50"
"47197579","343"
"47197544","40"
"47197505","15"
"47197504","2"
"47197477","108"
"47197433","1151"
"47197431","25"
"47197404","261"
"47197340","12"
"47197320","26"
"47197302","199"
"47197283","27"
"47197244","12"
"47197236","27"
"47197197","48"
"47197038","9"
"47196994","32"
"47196953","44"
"47196800","17"
"47196789","49"
"47196782","28"
"47196768","39"
"47196723","10"
"47196687","9"
"47196675","444"
"47196623","62"
"47196602","65"
"47196596","8"
"47196592","102"
"47196481","10"
"47196373","24"
"47196352","61"
"47196347","26"
"47196323","6"
"47196289","107"
"47196239","9"
"47196150","3"
"47196104","181"
"47196071","198"
"47196066","172"
"47195948","118"
"47195926","31"
"47195899","10"
"47195874","23"
"47195864","134"
"47195844","136"
"47195815","566"
"47195809","27"
"47195763","10"
"47195729","163"
"47195716","25"
"47195711","19"
"47195661","22"
"47195623","17"
"47195563","563"
"47195519","3720"
"47195514","5"
"47195504","5"
"47195455","20"
"47195432","27"
"47195394","329"
"47195366","70"
"47195359","500"
"47195342","89"
"47195340","61"
"47195303","7"
"47195293","52"
"47195282","57"
"47195269","7"
"47195254","30"
"47195182","14"
"47195176","151"
"47195125","77"
"47195124","5"
"47195120","5"
"47195119","4203"
"47195112","21"
"47195100","38"
"47195089","12"
"47195069","4"
"47195068","5"
"47195067","4"
"47195016","16"
"47194942","40"
"47194932","7"
"47194815","336"
"47194786","20"
"47194705","1624"
"47194635","405"
"47194614","15"
"47194609","158"
"47194584","7"
"47194558","46"
"47194547","287"
"47194546","21"
"47194505","46"
"47194495","114"
"47194494","36"
"47194479","43"
"47194456","1172"
"47194431","40"
"47194366","14"
"47194354","1"
"47194343","53"
"47194342","14"
"47194331","293"
"47194326","190"
"47194313","43"
"47194293","8"
"47194287","47"
"47194275","27"
"47194182","131"
"47194180","32"
"47194137","1299"
"47194100","51"
"47194034","558"
"47193997","27"
"47193985","77"
"47193972","39"
"47193957","44"
"47193931","18"
"47193915","164"
"47193883","21"
"47193879","1"
"47193840","12"
"47193817","3"
"47193758","131"
"47193674","4"
"47193669","81"
"47193520","10"
"47193513","95"
"47193440","14"
"47193418","19"
"47193390","8"
"47193369","169"
"47193354","2"
"47193350","32"
"47193337","106"
"47193310","31"
"47193297","1111"
"47193181","7"
"47193168","12"
"47193157","49"
"47193108","26"
"47193103","649"
"47193095","32"
"47193066","4"
"47193028","13"
"47193020","22"
"47193009","4"
"47192994","1335"
"47192933","47"
"47192929","16"
"47192679","35"
"47192655","123"
"47192636","284"
"47192575","3"
"47192542","7"
"47192513","4"
"47192510","20"
"47192478","3"
"47192466","8"
"47192435","173"
"47192363","75"
"47192357","25"
"47192331","31"
"47192254","5"
"47192215","1899"
"47192152","22"
"47192071","10"
"47192064","175"
"47192061","18"
"47192030","8"
"47191955","570"
"47191942","162"
"47191926","131"
"47191906","709"
"47191856","205"
"47191817","137"
"47191777","13"
"47191735","7"
"47191730","394"
"47191724","2"
"47191673","2351"
"47191645","15"
"47191500","548"
"47191446","4"
"47191410","10"
"47191393","7"
"47191376","17"
"47191373","263"
"47191242","1144"
"47191207","8"
"47191193","31"
"47191109","2788"
"47191020","11"
"47190951","1283"
"47190934","38"
"47190899","52"
"47190894","44"
"47190870","13"
"47190798","32"
"47190793","60"
"47190788","15"
"47190763","23"
"47190753","1013"
"47190737","162"
"47190713","2430"
"47190681","9"
"47190654","12"
"47190611","8"
"47190563","577"
"47190499","42"
"47190459","4"
"47190426","18"
"47190385","2378"
"47190335","28"
"47190328","22"
"47190281","5"
"47190238","63"
"47190223","2"
"47190114","858"
"47190110","70"
"47190090","23"
"47190071","863"
"47190011","18"
"47190001","2"
"47189985","248"
"47189984","18"
"47189964","2"
"47189929","13"
"47189824","34"
"47189736","1164"
"47189686","19"
"47189650","40"
"47189616","113"
"47189584","1273"
"47189550","78"
"47189540","6"
"47189519","45"
"47189486","3"
"47189447","335"
"47189407","7"
"47189362","4"
"47189357","46"
"47189349","11"
"47189324","53"
"47189309","9"
"47189284","27"
"47189264","20"
"47189243","3771"
"47189242","16"
"47189234","2792"
"47189202","112"
"47189199","10"
"47189180","3"
"47189171","9"
"47189078","2922"
"47189072","1464"
"47189067","5"
"47189065","65"
"47188980","69"
"47188911","13"
"47188879","19"
"47188865","89"
"47188805","1341"
"47188796","8"
"47188770","588"
"47188730","9"
"47188677","34"
"47188671","782"
"47188661","16"
"47188622","56"
"47188524","11"
"47188471","2"
"47188466","17"
"47188456","1404"
"47188452","12"
"47188449","7"
"47188427","20"
"47188408","137"
"47188309","6"
"47188271","12"
"47188194","22"
"47188171","1082"
"47188118","4"
"47188117","1231"
"47188088","4"
"47188058","25"
