Id,MinResponseTime
"47169763","117"
"47169739","2680"
"47169734","36"
"47169695","4112"
"47169690","9"
"47169683","17"
"47169681","99"
"47169655","12"
"47169654","43"
"47169629","56"
"47169523","9"
"47169513","20"
"47169511","1"
"47169487","26"
"47169479","11"
"47169445","31"
"47169390","19"
"47169384","246"
"47169379","49"
"47169325","17"
"47169305","35"
"47169271","39"
"47169190","967"
"47169105","47"
"47169066","918"
"47168986","3746"
"47168962","1300"
"47168857","14"
"47168839","180"
"47168707","73"
"47168699","170"
"47168626","26"
"47168585","18"
"47168569","27"
"47168435","13"
"47168385","6"
"47168303","60"
"47168296","19"
"47168293","4203"
"47168259","1283"
"47168235","2637"
"47168197","3534"
"47168050","280"
"47168025","17"
"47167992","6"
"47167826","578"
"47167771","2988"
"47167769","9"
"47167750","30"
"47167688","1199"
"47167608","13"
"47167485","13"
"47167483","3"
"47167407","21"
"47167404","19"
"47167395","7"
"47167383","136"
"47167363","844"
"47167349","168"
"47167286","1025"
"47167173","10"
"47167079","84"
"47167058","91"
"47167026","1246"
"47166992","20"
"47166907","36"
"47166827","1102"
"47166809","12"
"47166686","14"
"47166433","26"
"47166386","4294"
"47166383","72"
"47166205","41"
"47166186","630"
"47166182","127"
"47166067","128"
"47166065","225"
"47166007","26"
"47165931","8"
"47165886","3095"
"47165691","7"
"47165673","84"
"47165526","536"
"47165495","47"
"47165493","148"
"47165431","6"
"47165415","14"
"47165355","2417"
"47165311","24"
"47165310","19"
"47165248","19"
"47165209","25"
"47165175","7"
"47165127","12"
"47165120","10"
"47165052","1389"
"47165021","27"
"47164934","76"
"47164928","74"
"47164913","29"
"47164872","56"
"47164856","96"
"47164815","43"
"47164777","325"
"47164749","1200"
"47164683","22"
"47164515","18"
"47164484","17"
"47164462","14"
"47164432","1686"
"47164406","11"
"47164348","235"
"47164340","5"
"47164316","86"
"47164118","133"
"47163897","40"
"47163866","23"
"47163785","2699"
"47163777","15"
"47163751","6"
"47163511","70"
"47163480","26"
"47163473","4"
"47163434","44"
"47163395","70"
"47163344","47"
"47163338","7"
"47163322","6"
"47163228","163"
"47163196","5"
"47163044","1796"
"47163034","846"
"47163025","51"
"47162816","1260"
"47162800","259"
"47162734","9"
"47162710","13"
"47162625","560"
"47162623","880"
"47162423","62"
"47162408","361"
"47162379","94"
"47162344","1192"
"47162304","395"
"47162288","13"
"47162207","470"
"47162175","39"
"47162167","267"
"47162123","42"
"47162098","91"
"47162053","982"
"47162009","7"
"47161798","4058"
"47161606","52"
"47161511","1350"
"47161503","5"
"47161501","22"
"47161459","47"
"47161419","6"
"47161412","81"
"47161402","121"
"47161367","54"
"47161119","185"
"47161051","18"
"47160990","7"
"47160926","25"
"47160898","15"
"47160894","89"
"47160858","45"
"47160815","350"
"47160757","175"
"47160742","47"
"47160736","37"
"47160677","18"
"47160563","2411"
"47160363","28"
"47160354","935"
"47160353","188"
"47160345","4"
"47160266","93"
"47160217","116"
"47160194","745"
"47160167","7"
"47160162","12"
"47160147","871"
"47160139","4"
"47160136","8"
"47160075","186"
"47160069","5571"
"47160057","74"
"47160031","329"
"47159993","73"
"47159950","19"
"47159877","2895"
"47159873","27"
"47159855","3"
"47159755","22"
"47159702","9"
"47159668","18"
"47159663","11"
"47159656","45"
"47159630","166"
"47159572","148"
"47159493","1287"
"47159426","1531"
"47159397","169"
"47159335","559"
"47159247","5654"
"47159092","26"
"47159068","4"
"47158982","36"
"47158933","80"
"47158896","42"
"47158827","2"
"47158819","30"
"47158782","14"
"47158779","22"
"47158705","363"
"47158675","220"
"47158671","2960"
"47158625","474"
"47158617","25"
"47158583","0"
"47158560","7"
"47158489","5674"
"47158465","14"
"47158447","22"
"47158352","5"
"47158166","8"
"47158119","31"
"47158112","6"
"47158079","1359"
"47157983","48"
"47157959","15"
"47157928","49"
"47157914","145"
"47157897","74"
"47157838","397"
"47157822","23"
"47157723","17"
"47157649","31"
"47157627","43"
"47157574","13"
"47157448","10"
"47157431","127"
"47157379","8"
"47157351","96"
"47157330","2828"
"47157218","81"
"47157200","1228"
"47157033","1764"
"47157022","1324"
"47156984","1152"
"47156978","2743"
"47156970","1178"
"47156965","45"
